"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4,X16601,C3,X16602,C2,X16599,C1)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4,X91589417,C3,X91590927,C2,X91588007,C1)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.5,X14834,C1,X14835,C4)}","I am perfectly happy with my standard of living {sumax(X91583243,C4,X91591993,C3,X91592876,C2,X91586625,C1)}","Politics {sumax(X61206,C1,X61209,C2,X61208,C3,X61210,C4,X61207,C5)}"
86014W86KSA2FUH,330,82,3,87,3,1,2,5
86014W86KSJFT1G,592,294,1,137,1,4,3,5
86014W86KSS3KQQ,263,261,4,44,3,4,3,3
86014W86KSXCU1F,231,230,1,54,3,4,3,2
86014W86KT7S1CZ,830,411,3,112,1,1,3,4
86014W86KTF81R2,144,142,2,4,1,4,4,3
86014W86KTW19FG,208,207,1,34,1,1,2,3
86014W86KU3EPUC,325,161,2,87,2,4,3,1
86014W86KU3QQH9,616,305,3,299,2,4,4,2
86014W86KUAS2JM,309,153,4,4,3,4,3,3
86014W86KUC7JR8,149,50,1,24,1,4,4,1
86014W86KUQY3ZA,1716,850,1,24,1,1,4,4
86014W86KUV6NHH,90,89,2,34,4,2,3,3
86014W86KUX3X1B,217,216,2,44,2,4,2,4
86014W86KV18JXC,867,431,3,112,2,1,4,3
86014W86KV2K3EF,342,340,2,54,4,1,2,2
86014W86KV74B6G,1388,687,2,67,4,1,3,3
86014W86KVEGWH5,195,97,2,34,1,1,4,4
86014W86KVMQY9U,836,415,2,174,2,2,3,2
86014W86KVQVD37,113,112,3,54,3,4,4,3
86014W86KVUVU3J,465,230,2,44,3,4,2,3
86014W86KW3MGFW,642,319,3,67,4,4,1,1
86014W86KW5TEZZ,1683,834,3,54,2,4,4,3
86014W86KW7S1Q6,381,190,1,137,1,4,3,2
86014W86KW8HSM3,324,160,2,14,2,4,2,2
86014W86KWET7YU,264,131,2,137,3,1,3,3
86014W86KWKUC1J,191,190,2,14,3,4,1,1
86014W86KWP8TKJ,99,98,1,24,1,4,1,2
86014W86KWQ72W7,277,275,4,500,3,4,4,3
86014W86KWZ8YDZ,327,163,3,137,4,4,3,4
86014W86KX133K9,126,125,1,112,4,4,4,3
86014W86KX46DCZ,607,302,1,24,3,4,4,3
86014W86KXD5S5G,213,212,2,24,3,1,3,4
86014W86KXQ7ABJ,295,292,3,67,3,4,3,3
86014W86KXVVW9K,111,110,2,34,2,1,3,2
86014W86KXW62UU,1263,1254,3,24,3,4,3,1
86014W86KY57FPF,632,314,2,67,2,4,3,1
86014W86KYEXD9W,436,217,1,112,4,4,3,3
86014W86KYGPD9Z,237,236,3,24,2,4,4,3
86014W86KYKTM29,2381,1183,3,24,3,1,3,3
86014W86KYMTMS1,567,561,3,87,3,4,2,4
86014W86KYSCJ42,366,121,4,87,3,4,3,2
86014W86KZ57RNR,198,98,2,4,3,4,2,1
86014W86KZANCU7,581,289,4,34,3,1,3,3
86014W86KZG2XHH,375,186,1,299,2,1,2,3
86014W86KZH4ZTW,2471,818,3,87,2,4,3,5
86014W86KZN4C1T,70,70,3,34,4,4,3,2
86014W86KZTX2SP,913,453,4,34,3,4,1,3
86014W86KZY5E91,2826,933,2,44,3,4,2,3
86014W86M14KEA2,269,267,3,87,3,2,3,5
86014W86M192UXV,330,327,2,54,3,4,2,3
86014W86M19XACY,376,187,2,34,4,4,3,3
86014W86M1BETE4,285,283,1,44,2,4,3,5
86014W86M1BP8CU,470,232,2,54,2,4,3,3
86014W86M1C57N8,919,303,1,67,3,4,2,3
86014W86M1EEG72,950,470,4,112,4,1,4,5
86014W86M1GW6ZU,81,80,3,4,4,4,4,3
86014W86M1NHJQK,595,296,2,44,2,4,4,3
86014W86M1VRHXS,244,242,2,44,2,4,2,2
86014W86M1VXXRH,204,203,2,34,4,4,3,1
86014W86M1Z49FJ,121,60,4,34,4,4,4,5
86014W86M22QGQW,390,193,1,112,2,4,2,4
86014W86M24864M,608,301,2,14,2,4,3,3
86014W86M27EV43,541,269,1,24,4,1,2,4
86014W86M2C989X,451,223,1,24,4,1,3,4
86014W86M2F21VJ,753,746,1,137,3,4,3,3
86014W86M2PY6KT,1021,506,1,44,2,2,2,3
86014W86M2Q23Q9,77,76,2,24,1,4,3,3
86014W86M2STS1Y,772,382,1,137,4,1,3,4
86014W86M2SX14P,266,131,3,34,4,4,4,2
86014W86M2Y1D9F,804,266,1,24,4,4,2,4
86014W86M37QGW4,640,636,2,54,4,1,4,1
86014W86M3GMR8K,322,106,2,67,2,4,4,5
86014W86M3MRYUP,274,136,3,34,1,1,3,3
86014W86M4A4M4T,70,70,4,4,2,4,2,2
86014W86M4PHC4K,370,368,4,67,3,1,3,2
86014W86M4TDCJV,851,423,2,174,2,1,3,2
86014W86M4TPKHF,999,331,3,112,3,1,4,2
86014W86M4VJQYP,874,434,1,112,4,4,3,1
86014W86M53BU97,2471,1227,2,67,3,4,4,2
86014W86M53U94X,2826,700,4,87,1,4,4,3
86014W86M54AS16,798,395,3,67,1,1,2,5
86014W86M57JV6P,267,265,2,34,2,4,4,4
86014W86M5C8ZHV,116,115,3,34,4,4,4,1
86014W86M5CHKFA,1937,962,2,137,3,4,3,3
86014W86M5EF98H,364,180,3,67,4,4,4,1
86014W86M5U4XWA,357,177,3,54,4,2,3,1
86014W86M64G5Z5,964,954,4,14,3,4,3,1
86014W86M64YDKD,618,306,3,137,2,1,3,1
86014W86M6D9FGU,1242,411,2,112,2,1,3,3
86014W86M6FXH6C,936,231,3,87,1,1,3,4
86014W86M6JEX7A,132,130,2,14,3,1,2,1
86014W86M6NJP9H,787,392,1,87,3,1,3,2
86014W86M73FUVX,726,181,1,174,1,2,2,3
86014W86M74TY2Z,2179,1079,4,174,2,4,4,3
86014W86M75RCGP,327,163,2,67,1,2,4,3
86014W86M77GS4X,1003,332,2,87,2,4,3,1
86014W86M79JR1F,70,70,3,44,2,2,3,1
86014W86M79P22J,546,271,1,44,3,4,4,2
86014W86M87T3P5,130,65,1,87,3,4,4,3
86014W86M8GHHGS,2471,614,3,87,3,4,4,3
86014W86M8W5QNK,118,117,1,87,1,1,4,3
86014W86M8X3VYT,282,280,3,24,2,4,3,3
86014W86M8ZJA7D,558,555,2,224,2,4,4,3
86014W86M955SJ2,474,236,4,174,2,4,4,4
86014W86M99YJF1,1228,608,2,500,3,4,4,4
86014W86M9A12YF,136,135,3,224,3,1,4,4
86014W86M9KCKXY,300,298,2,34,4,4,4,3
86014W86M9SGWHX,179,89,4,87,1,2,4,2
86014W86M9XFP37,70,69,3,34,3,4,3,2
86014W86MA2X4X4,2826,1399,2,174,3,4,4,3
86014W86MA5698J,803,795,2,34,2,4,4,1
86014W86MAJYEG4,565,281,3,174,3,2,4,3
86014W86MAVPG9G,432,215,3,500,3,4,2,3
86014W86MAW1XVS,1694,839,3,67,4,1,2,1
86014W86MAX44YJ,1267,627,4,24,2,1,3,2
86014W86MB6HVMA,599,149,2,137,2,1,3,1
86014W86MB8GJ2U,1104,546,3,34,1,4,4,2
86014W86MBHM7D3,967,480,4,500,4,1,4,3
86014W86MBYNJY9,398,197,1,24,2,4,3,5
86014W86MC1TE9Z,139,137,1,4,4,1,4,3
86014W86MC57NHK,268,266,3,44,2,4,2,1
86014W86MCGXP7C,70,70,3,44,3,1,3,1
86014W86MCRZU2C,2100,2086,4,14,3,4,4,3
86014W86MD3RBG3,271,269,3,54,3,1,4,3
86014W86MDB5SS8,690,343,3,112,1,4,4,1
86014W86MDU1A83,268,88,3,87,1,4,4,3
86014W86MDUCY66,1147,568,3,174,2,4,4,4
86014W86MDW2JF6,385,191,4,54,1,1,3,1
86014W86ME7GDXE,1196,1184,4,137,3,1,4,1
86014W86ME8BJS3,110,109,1,4,2,4,3,2
86014W86ME9VU5Z,2471,614,1,54,2,4,4,3
86014W86MEAM9Y3,373,371,1,14,2,2,3,3
86014W86MF7UX15,538,267,2,174,2,1,3,5
86014W86MF8D5XM,781,387,1,44,2,4,4,1
86014W86MF966CR,2018,669,2,87,2,1,3,2
86014W86MFE37V7,1927,1908,1,14,1,4,3,1
86014W86MFPAN36,2471,818,2,112,3,4,4,2
86014W86MFQR4VW,689,342,3,137,2,4,3,4
86014W86MFS4M2P,701,349,1,67,1,1,4,4
86014W86MFUB5CW,212,105,2,44,2,4,2,5
86014W86MFWM98P,1195,297,4,299,2,1,3,1
86014W86MFXXA6U,1318,652,4,112,1,4,4,4
86014W86MFZBD7Z,345,343,2,34,2,1,2,3
86014W86MG2JZ2R,91,90,3,4,2,2,2,1
86014W86MGB2RVH,649,129,3,54,3,1,3,2
86014W86MGC4472,797,395,3,67,1,1,4,3
86014W86MGFS8U3,2236,738,1,54,2,4,1,3
86014W86MGRGCM8,126,124,3,24,3,2,3,3
86014W86MGS1D6F,465,232,3,67,3,4,3,3
86014W86MGZ5QT3,119,118,4,34,3,2,3,3
86014W86MHQY593,720,358,3,112,3,4,4,3
86014W86MHV5WDC,2645,873,4,54,3,4,3,2
86014W86MJ1MQ33,510,253,1,500,3,4,2,2
86014W86MJ7XWTN,1352,1339,4,44,2,1,3,3
86014W86MJQFA3N,351,69,4,67,3,4,3,3
86014W86MJVA6MY,385,383,1,67,4,1,3,3
86014W86MJVX3MQ,690,227,3,34,3,4,3,3
86014W86MK4KG9G,538,177,3,174,3,2,3,4
86014W86MKA8HFS,236,233,3,34,2,1,3,3
86014W86MKR3XP4,1219,606,3,44,3,4,3,3
86014W86MKZUSC4,388,128,1,112,2,2,3,1
86014W86MM2J68C,497,247,2,174,4,4,4,1
86014W86MM3Z5NQ,107,106,2,14,3,4,3,3
86014W86MMB11RA,198,98,3,67,3,4,4,5
86014W86MN5SN31,154,76,3,54,3,1,4,3
86014W86MNHQ8UZ,303,100,1,137,3,4,3,3
86014W86MNR3F65,162,161,4,34,3,2,4,3
86014W86MNVRZZ3,70,70,2,34,3,1,3,3
86014W86MNY4P6K,613,606,1,44,3,2,1,5
86014W86MNZB1XU,145,36,3,14,3,1,3,5
86014W86MP4R2JF,1544,512,3,174,3,4,4,1
86014W86MP6M1JU,93,31,1,137,2,4,2,3
86014W86MPHA9MK,286,142,4,4,2,4,3,3
86014W86MQ13F4M,2309,763,2,34,2,4,4,5
86014W86MQ2GKET,70,70,3,4,4,4,4,3
86014W86MQ4VM4U,502,249,1,224,3,4,4,3
86014W86MQ5NR2S,379,188,3,44,2,2,3,2
86014W86MQCE8HW,419,209,1,87,2,4,4,3
86014W86MQSG1FB,93,47,2,54,2,1,4,4
86014W86MRD4U9Q,602,298,1,67,1,4,4,4
86014W86MREYYY7,392,194,2,14,4,1,3,4
86014W86MRKY67F,758,377,3,44,1,1,3,3
86014W86MRRCB7A,835,414,2,67,2,1,4,3
86014W86MRVG6RW,2281,1132,3,174,3,4,2,1
86014W86MRZCVC4,1515,502,2,224,3,2,3,2
86014W86MSA4R8D,910,452,1,44,3,4,4,2
86014W86MSPH73Q,487,241,4,44,3,4,3,4
86014W86MSTT198,562,556,1,24,4,4,1,2
86014W86MSWT6W3,186,92,1,54,3,4,3,3
86014W86MT2SEFW,1117,553,1,500,3,4,3,2
86014W86MT8J74F,337,168,2,54,2,4,2,2
86014W86MTG1UWW,760,251,1,87,2,2,2,4
86014W86MTRFZ97,278,276,3,24,3,4,3,4
86014W86MTY3ZY1,181,180,3,24,3,4,4,3
86014W86MUPR8MG,93,47,1,34,3,2,3,3
86014W86MV161JE,845,419,1,174,4,2,4,3
86014W86MV3XU1Y,170,168,3,4,1,1,3,3
86014W86MVBA7EZ,158,157,4,137,1,4,3,5
86014W86MVHS29T,1850,458,1,137,2,4,4,4
86014W86MVJK4BS,453,224,2,54,4,4,1,4
86014W86MVPW19S,180,179,1,54,3,1,2,5
86014W86MVTWS78,200,67,2,54,3,4,2,2
86014W86MWM5C4J,1052,1044,3,67,3,4,3,4
86014W86MWNCEF6,157,79,2,4,1,1,4,2
86014W86MX6YU2U,70,70,1,34,3,4,2,4
86014W86MXB3238,274,135,4,112,4,4,4,3
86014W86MXW8S11,684,339,2,299,4,4,4,4
86014W86MY2WV6W,273,135,2,112,3,2,3,2
86014W86MY8GVUN,289,287,3,54,2,4,3,2
86014W86MYD9N3Q,310,308,3,24,1,4,4,4
86014W86MYPFX46,1040,517,1,44,3,4,3,2
86014W86MZ2RSJX,1402,697,1,34,3,4,2,3
86014W86MZ3MPKK,1586,1574,1,67,1,4,4,2
86014W86MZ6QY9T,165,54,3,44,4,4,4,3
86014W86MZ931H9,1946,642,2,224,2,4,4,2
86014W86MZGZX8M,213,210,2,54,3,4,4,5
86014W86MZPT481,161,160,3,299,4,4,3,3
86014W86MZSD2G7,1400,1390,3,67,4,4,4,5
86014W86MZU5FCF,1332,441,2,44,4,4,2,4
86014W86MZWG388,93,47,4,4,1,1,4,3
86014W86N11JCUP,420,209,2,44,2,4,2,5
86014W86N1BVNFY,623,310,1,54,4,4,2,3
86014W86N1FN9AX,1222,607,1,34,4,4,4,1
86014W86N1QEJEU,625,621,2,54,4,4,4,5
86014W86N1RF6HT,199,99,2,4,3,4,2,1
86014W86N1XBKS2,311,308,1,4,1,1,1,1
86014W86N25XZ64,363,180,2,174,3,1,2,5
86014W86N2MJW38,457,228,2,67,2,4,3,3
86014W86N2PTV25,443,146,2,4,2,4,2,4
86014W86N2XEUD6,1379,686,2,87,2,4,3,3
86014W86N2ZB9V9,737,145,4,44,3,4,3,3
86014W86N33ZCY7,603,199,2,112,3,4,3,1
86014W86N34K4QY,672,333,1,34,1,4,1,4
86014W86N36UZP5,929,920,2,54,3,1,2,1
86014W86N3A9146,657,327,1,112,2,4,3,2
86014W86N3DHUTV,193,96,1,44,3,1,3,3
86014W86N3DJR7Z,1212,1199,1,299,4,2,4,5
86014W86N3EZ881,685,341,3,112,3,4,3,2
86014W86N3GBKUX,211,105,1,67,2,4,2,4
86014W86N3SPXWY,458,226,1,4,4,4,3,4
86014W86N3U3NG6,411,205,1,87,4,1,3,3
86014W86N418DCY,310,77,2,24,3,4,3,2
86014W86N44FNSG,363,181,2,67,2,4,3,3
86014W86N45NS7F,730,725,1,4,4,1,1,5
86014W86N4AJX3W,1049,520,2,174,3,1,3,4
86014W86N4B9N9B,1171,1159,2,87,4,4,4,3
86014W86N4BV16J,118,117,1,44,1,4,3,4
86014W86N4J2T9Q,1666,827,1,174,2,4,4,3
86014W86N4JM6M5,232,231,1,14,2,4,1,2
86014W86N4PS5E3,591,294,2,44,3,4,4,2
86014W86N4VQ1AJ,95,48,4,54,3,4,3,1
86014W86N4WBRYG,614,152,2,67,3,1,3,5
86014W86N52N611,659,327,3,34,2,1,4,5
86014W86N5364NW,337,167,3,24,3,2,3,4
86014W86N53K1JF,762,377,1,87,3,1,3,5
86014W86N53QS8F,806,267,1,67,4,4,2,5
86014W86N565RPF,133,132,3,44,4,1,4,5
86014W86N58K52V,1024,1014,3,54,2,1,4,3
86014W86N5TA98M,582,578,3,14,2,1,3,3
86014W86N5UQX91,1408,697,3,174,3,1,4,5
86014W86N63JVXV,389,194,4,44,2,4,4,2
86014W86N65KA2W,355,117,3,87,3,4,3,3
86014W86N6879E3,373,371,3,14,4,1,1,5
86014W86N68PRFC,1391,459,4,112,1,4,3,2
86014W86N6ESRKP,126,41,1,137,4,4,3,2
86014W86N6J2UNU,234,116,2,44,2,4,4,1
86014W86N6JBXAG,226,223,3,14,4,4,3,2
86014W86N6RUKAT,373,186,4,14,3,4,3,3
86014W86N6RY76S,90,89,2,44,3,1,4,4
86014W86N6SQQB4,2826,933,1,174,3,2,3,3
86014W86N6Y1A9Z,342,170,4,44,1,1,4,3
86014W86N6Y1J1F,352,175,4,67,1,1,3,3
86014W86N71YRGC,178,176,3,87,3,4,3,5
86014W86N74HPSY,173,57,4,4,2,1,2,3
86014W86N75YU9C,417,206,1,112,2,1,4,4
86014W86N7DQK7X,271,134,3,67,3,2,2,3
86014W86N7GEWP4,259,128,2,500,3,4,3,2
86014W86N7J762T,192,95,1,87,4,1,3,3
86014W86N7JJV8C,428,106,1,112,4,2,4,3
86014W86N7Q95GF,260,128,2,87,3,1,2,3
86014W86N7UV8WK,270,268,2,112,2,4,4,3
86014W86N7Z3N1Q,822,272,4,14,4,4,4,2
86014W86N8117A8,530,263,3,54,2,1,1,5
86014W86N88811B,384,191,3,44,3,2,3,5
86014W86N8FQJH1,554,275,3,137,2,4,4,3
86014W86N8QHH7M,266,88,2,174,1,2,3,4
86014W86N8XDT19,579,288,1,112,1,2,3,3
86014W86N9B7Q2D,169,84,1,299,2,1,4,2
86014W86N9DHS8K,1070,530,1,112,3,4,3,4
86014W86N9Q7BTK,1688,836,3,44,2,4,2,4
86014W86NA412YN,291,145,2,87,2,1,2,4
86014W86NA69P23,437,218,4,54,1,1,4,5
86014W86NABN78S,448,444,1,112,4,1,4,4
86014W86NAJX6S9,2077,258,2,14,1,1,3,5
86014W86NAJZK4N,716,712,3,24,3,4,2,3
86014W86NAV9GSW,637,209,4,24,3,2,3,5
86014W86NAVKHU7,1090,539,3,174,3,1,3,4
86014W86NB75JPG,1608,796,1,24,2,4,2,2
86014W86NBN8RMF,226,112,3,4,2,2,4,4
86014W86NBTZ1UX,404,400,1,87,1,1,2,5
86014W86NC1FXYJ,409,203,4,87,4,4,4,5
86014W86NC8BJH1,177,88,1,112,2,2,3,3
86014W86NC9786R,2027,669,1,34,3,4,3,2
86014W86NCDJ2YH,659,328,4,24,4,4,4,1
86014W86NCPH414,453,449,1,14,1,2,1,1
86014W86NCW8KH6,180,89,3,54,2,2,3,2
86014W86ND33HFP,408,202,2,54,2,1,4,3
86014W86ND6KR5E,301,299,3,87,2,2,3,4
86014W86NDNGJD8,2471,614,3,224,4,4,3,4
86014W86NE2FB5U,109,54,3,4,3,2,3,3
86014W86NE6SVSR,297,294,2,24,1,4,3,3
86014W86NE8NF7P,925,460,1,174,2,4,3,4
86014W86NESQG9V,744,370,2,87,3,4,3,3
86014W86NF21UVF,1049,522,1,24,3,4,4,1
86014W86NF5PU8B,472,233,1,44,2,4,1,5
86014W86NF8A8BK,672,223,1,174,3,1,4,4
86014W86NFDA4TC,229,228,1,24,3,4,4,3
86014W86NFFX469,275,273,1,54,3,4,3,1
86014W86NG35AET,441,220,3,174,2,4,4,1
86014W86NGDKBD2,270,133,3,224,3,4,3,2
86014W86NGFJKH9,248,123,2,87,3,1,3,4
86014W86NGS93ZQ,1138,1130,2,54,4,4,4,2
86014W86NGX2M7T,692,343,2,224,4,4,1,2
86014W86NH52AQA,129,128,1,87,3,4,3,3
86014W86NH6TFAJ,716,356,4,4,4,2,4,3
86014W86NHS17KV,583,579,2,54,3,4,3,4
86014W86NHSBTM7,322,80,2,54,4,4,4,5
86014W86NHYK968,595,296,1,24,3,4,4,5
86014W86NJ9A5TW,78,39,1,87,1,4,1,1
86014W86NJG74D3,223,220,1,54,2,1,2,5
86014W86NJJXF6A,84,83,4,4,3,4,3,3
86014W86NJUHKX7,964,477,3,67,3,4,3,3
86014W86NJZ5GR9,1401,697,3,424,2,1,4,1
86014W86NJZQ652,899,447,2,424,4,1,4,3
86014W86NK2CKFE,438,216,3,67,3,1,1,3
86014W86NK2SHD7,312,310,2,14,1,2,4,3
86014W86NK4RGA5,226,223,3,44,3,4,3,3
86014W86NK61XX7,610,303,3,137,3,1,4,3
86014W86NKBGHC4,716,355,2,87,3,4,3,4
86014W86NKNU8A1,959,239,1,112,1,4,4,2
86014W86NKQWYG5,461,228,3,24,4,4,3,3
86014W86NKX9C1U,603,199,4,87,4,4,4,5
86014W86NKZTKU7,355,177,1,14,4,4,2,3
86014W86NM26MGM,2330,577,2,112,1,2,3,3
86014W86NM2R6UR,92,31,1,34,3,1,2,3
86014W86NM5ZERB,1607,798,3,14,1,4,4,4
86014W86NM6K7YA,883,438,2,174,3,4,3,3
86014W86NM7BRJV,1736,860,1,34,3,4,2,3
86014W86NMCXR7U,480,159,4,4,4,4,4,4
86014W86NMMBHA9,137,135,1,34,3,4,2,1
86014W86NMMYD96,70,70,2,14,3,4,3,4
86014W86NN5VRXS,747,372,3,174,4,1,4,3
86014W86NN7RW8K,1492,741,1,299,2,4,3,4
86014W86NNDTQK8,206,204,1,44,2,4,4,3
86014W86NNF7DSP,1160,576,2,174,1,4,3,3
86014W86NNFK7EH,401,199,3,24,1,4,3,3
86014W86NNM7PJS,295,147,2,67,4,1,4,3
86014W86NNMS16T,743,370,4,112,2,4,4,3
86014W86NNRDSH7,1073,534,2,87,4,4,3,5
86014W86NP6S8BY,2471,614,1,224,2,1,4,3
86014W86NPFK1XR,1536,761,2,34,3,4,3,3
86014W86NPFZ8HM,253,125,3,87,4,1,3,5
86014W86NPWAHD1,101,51,3,112,3,1,4,3
86014W86NQ6WB2U,313,77,2,67,3,1,2,5
86014W86NR38A3V,554,183,1,137,3,4,3,5
86014W86NR4D8MX,961,476,2,87,3,2,3,5
86014W86NR5AUU6,346,86,4,87,4,1,4,3
86014W86NR5M5QD,298,148,1,67,2,1,2,4
86014W86NRKPPC1,568,282,3,87,1,1,3,3
86014W86NRKTZ4S,148,146,3,44,4,4,4,3
86014W86NRX45NE,1638,811,3,67,2,4,3,1
86014W86NS2Z87B,238,235,2,44,3,2,2,3
86014W86NS3M3KP,555,276,2,87,2,1,2,5
86014W86NS9CW2E,117,39,1,4,1,4,4,3
86014W86NSD2HR5,279,139,1,34,4,2,3,1
86014W86NSPW5HS,639,317,1,87,3,4,3,3
86014W86NSST1NP,272,270,3,24,3,4,3,3
86014W86NSUU12T,960,475,3,174,3,4,3,2
86014W86NSV7XV9,70,35,1,87,3,4,3,2
86014W86NT5S7ZV,1202,595,3,34,1,2,4,3
86014W86NT83TUR,649,322,2,87,2,4,4,4
86014W86NTC4EZR,337,168,3,224,2,1,3,3
86014W86NTF4KJ6,80,80,2,137,2,1,4,3
86014W86NTGES5K,161,80,3,112,3,4,3,1
86014W86NTHG611,717,356,1,112,4,4,3,3
86014W86NTNF253,147,48,2,14,2,2,4,5
86014W86NTXZ7TW,589,293,3,67,3,4,4,4
86014W86NU3H1K8,285,142,1,67,4,1,1,2
86014W86NUCYF7Y,784,390,3,112,3,1,3,4
86014W86NUKG7Q9,1430,707,3,174,1,1,3,3
86014W86NUPF1RV,1021,506,1,14,2,4,4,3
86014W86NUSRS3B,806,399,1,54,4,4,4,4
86014W86NUVN878,1291,320,3,87,1,4,4,4
86014W86NUXVG4C,316,314,1,67,2,4,3,2
86014W86NV5X9HS,197,196,2,87,2,1,2,4
86014W86NVET9WC,212,105,2,87,4,1,4,4
86014W86NVHE5XT,70,70,3,4,3,4,4,5
86014W86NW41P4Q,702,349,1,67,3,1,3,3
86014W86NW5TQ98,70,70,1,4,1,4,1,2
86014W86NW8VB6S,790,783,1,137,3,4,4,3
86014W86NW998K1,748,372,1,112,1,1,2,5
86014W86NW9VQ4A,707,233,4,87,1,4,3,3
86014W86NWMFUH1,784,388,2,67,2,4,3,3
86014W86NWTEFR6,431,428,2,14,1,1,3,4
86014W86NX3VU1F,400,396,1,24,3,4,3,4
86014W86NX4VYSY,375,186,3,87,4,2,4,1
86014W86NX55UVV,301,299,1,14,2,1,3,3
86014W86NX9QERB,81,41,1,24,3,1,2,3
86014W86NXM42PC,70,70,2,54,2,1,2,2
86014W86NXSX725,1454,722,3,34,4,1,2,1
86014W86NXW9S8B,424,211,1,4,2,1,2,5
86014W86NY1796P,297,147,3,24,3,4,3,1
86014W86NY6SBFZ,182,90,3,112,2,1,4,1
86014W86NYGB83T,455,225,4,4,1,4,1,2
86014W86NYJ3X2D,800,396,1,4,2,4,3,1
86014W86NYJ67ZT,511,254,2,24,3,1,3,3
86014W86NYX698X,311,308,1,67,4,1,3,4
86014W86NYXH1GX,435,431,4,87,3,1,4,5
86014W86NYY5CMZ,665,330,2,174,3,4,3,2
86014W86NYZE9YE,283,281,3,54,4,4,3,3
86014W86NZ4B1NB,663,330,1,34,3,4,3,1
86014W86NZ6G7UD,230,227,3,44,3,1,3,4
86014W86NZ9ZYWN,643,319,3,67,4,4,3,1
86014W86NZB9A55,131,129,1,4,4,4,3,3
86014W86NZBTCQ9,539,536,3,24,2,4,1,1
86014W86NZJKS6P,318,158,4,87,1,2,4,4
86014W86NZTDFR1,2165,538,2,24,3,4,3,5
86014W86NZY7NDN,703,350,2,4,2,4,2,1
86014W86P12RRJE,70,35,3,4,2,4,2,3
86014W86P1536T2,509,253,1,87,4,2,4,5
86014W86P18KPA3,1216,602,2,44,2,1,2,3
86014W86P19EJVP,837,277,3,67,4,1,3,3
86014W86P1KVAUR,894,443,1,137,3,4,3,3
86014W86P1RZCB5,774,256,3,44,1,4,3,5
86014W86P1US3R6,1014,335,1,34,2,4,3,1
86014W86P1YMG74,2471,409,3,14,2,4,3,3
86014W86P22UYZ7,157,79,2,24,3,4,4,3
86014W86P2EAMBK,145,73,3,34,1,4,4,1
86014W86P2HZ8GU,2826,1399,3,24,1,4,3,2
86014W86P2MUHS8,2826,1399,3,174,3,1,4,5
86014W86P2NDK7P,242,239,2,54,2,1,2,4
86014W86P2R3Z5M,587,291,3,34,4,4,4,2
86014W86P2SHXCE,358,89,4,54,2,1,4,4
86014W86P2UBH7K,735,730,4,224,3,1,2,4
86014W86P32DH3H,140,139,3,4,2,4,3,3
86014W86P38FMAY,555,183,4,54,2,4,3,1
86014W86P39YZE9,267,132,2,34,1,4,3,3
86014W86P3A8UEX,2203,1094,3,87,3,4,4,2
86014W86P3AF52T,909,451,1,34,1,4,3,2
86014W86P3AQ352,192,95,3,424,3,4,4,2
86014W86P3KGZBZ,372,185,3,87,1,4,4,3
86014W86P43F22S,244,121,3,14,2,4,3,3
86014W86P4483FQ,242,240,1,34,2,4,3,1
86014W86P4JZJB4,108,107,2,24,2,2,3,3
86014W86P4KFUVE,148,146,3,44,2,1,2,2
86014W86P4NRK9R,449,111,2,44,1,4,2,2
86014W86P4PHDU6,532,527,1,14,2,2,2,4
86014W86P4XZTMA,1055,524,3,299,3,4,4,2
86014W86P51SYEB,563,559,3,67,2,4,3,4
86014W86P52MKRS,156,155,2,34,4,4,4,1
86014W86P5CVMDZ,1031,513,4,174,4,1,4,2
86014W86P5F1228,847,420,2,137,3,4,3,2
86014W86P5GKSVW,230,114,3,4,4,4,3,2
86014W86P5MT7PY,219,109,4,112,2,4,3,2
86014W86P5UP3A8,1765,582,3,112,3,1,3,1
86014W86P63A4TJ,70,35,2,44,3,1,2,3
86014W86P6CFYCT,404,400,1,34,3,4,4,2
86014W86P6E3EV3,1216,602,1,14,3,4,4,3
86014W86P6EE936,75,19,1,54,4,4,2,5
86014W86P6F6N48,736,365,2,87,4,4,3,1
86014W86P6FKH65,1573,780,4,174,2,4,4,4
86014W86P6KEW5P,599,199,2,54,1,4,3,4
86014W86P6SJUUP,881,438,2,112,2,4,3,1
86014W86P6UP7K2,520,258,2,87,1,1,4,5
86014W86P7GKZMH,329,164,1,67,3,1,2,2
86014W86P7KZAKE,166,82,3,44,2,4,4,4
86014W86P7NBC1R,828,410,1,87,2,4,3,3
86014W86P7QPKCT,516,256,1,137,2,4,2,2
86014W86P7RRU1Q,70,70,1,34,1,1,1,2
86014W86P7S85DA,1022,1015,3,34,3,4,3,2
86014W86P87CETW,144,71,1,34,2,4,3,1
86014W86P8E373D,836,415,2,137,2,1,3,4
86014W86P8FEQFA,412,102,2,174,4,4,4,5
86014W86P8H1QFD,202,200,4,34,4,1,4,5
