"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4,X16601,C3,X16602,C2,X16599,C1)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4,X91589417,C3,X91590927,C2,X91588007,C1)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.5,X14834,C1,X14835,C4)}","I am perfectly happy with my standard of living {sumax(X91583243,C4,X91591993,C3,X91592876,C2,X91586625,C1)}","Politics {sumax(X61206,C1,X61209,C2,X61208,C3,X61210,C4,X61207,C5)}"
86001W86RKKN392,70,35,4,24,4,1,4,5
86001W86RM9RAZZ,102,51,1,24,4,4,4,4
86001W86RNMPM44,542,269,3,174,2,4,4,4
86001W86RP2TZZD,70,18,2,67,3,1,3,3
86001W86RQSH1T1,89,22,4,174,3,4,2,3
86001W86RRQ9VW5,197,98,1,87,1,4,3,2
86001W86RSF83J6,70,35,2,87,3,4,3,4
86001W86RT4WN8D,413,205,3,87,1,4,4,1
86001W86RVP1CG8,191,48,3,224,2,4,3,5
86001W86RW6ECD4,70,35,3,24,2,4,1,4
86001W86RX6CKFC,70,23,2,4,4,4,4,3
86001W86RXFHG7X,89,88,3,87,3,1,2,1
86001W86RZ8KKJT,145,72,2,67,3,1,2,5
86001W86S2F1S9T,692,344,4,24,3,4,4,3
86001W86S2T2Q33,390,97,2,137,4,4,3,4
86001W86S3ENRNU,110,37,4,87,2,1,3,4
86001W86S3PVV3T,489,97,2,67,3,1,3,4
86001W86S43XN43,70,35,4,500,1,1,3,2
86001W86S45R2D3,172,85,2,500,3,4,3,1
86001W86S5ZXVBQ,190,94,2,67,2,2,3,5
86001W86S6FMXTA,74,25,3,112,1,4,4,4
86001W86S6NZN94,132,130,3,54,3,4,3,4
86001W86S7JM4VM,143,142,3,224,1,1,3,3
86001W86S8BQ5QN,186,92,1,112,2,4,3,2
86001W86S8DQMBZ,70,35,4,112,4,4,4,1
86001W86S9WYTAT,70,35,2,4,3,4,3,4
86001W86SB5AVG8,93,19,2,4,2,4,2,3
86001W86SBB4XY4,70,69,3,14,3,4,3,5
86001W86SBCU49X,166,82,1,174,1,4,3,2
86001W86SBF2CED,333,165,3,424,2,4,3,4
86001W86SBT4FXC,70,69,3,67,3,1,3,2
86001W86SCP1A5B,124,41,3,112,4,4,4,2
86001W86SE63BR9,98,48,2,24,3,2,3,3
86001W86SE8P59E,122,61,2,500,3,2,4,3
86001W86SFA2MGP,118,30,3,87,2,1,2,3
86001W86SFHZ6JG,70,23,3,34,1,1,1,4
86001W86SH4W4NZ,116,39,3,174,2,2,4,3
86001W86SHZV3DN,201,100,3,174,3,1,4,4
86001W86SJ3FQXE,138,69,2,174,3,4,3,5
86001W86SJESS7Y,159,80,1,224,2,1,3,2
86001W86SJV1N13,296,146,3,67,2,1,2,2
86001W86SKV1SDF,478,119,3,87,2,2,2,3
86001W86SM3JNT5,70,70,2,4,1,4,4,4
86001W86SMFA1F8,114,57,4,87,2,4,3,4
86001W86SQTR6RM,73,37,3,14,3,4,3,3
86001W86SRCE9CF,73,18,3,137,1,4,4,3
86001W86SS3PW37,70,70,4,24,3,4,2,4
86001W86SSQ7R13,70,70,4,174,3,4,3,4
86001W86ST6748J,142,46,4,87,1,2,3,5
86001W86STH3UBR,369,183,2,174,3,4,3,3
86001W86STQTQ8Y,334,165,2,174,3,1,3,3
86001W86SV4AHWA,70,23,2,500,4,4,4,2
86001W86SWW811H,186,92,3,224,3,1,3,2
86001W86SX4J6YH,70,18,3,112,3,1,3,5
86001W86SX7FZVS,70,35,1,174,2,4,4,5
86001W86SY1D5SM,995,247,1,500,3,4,4,3
86001W86SY2YF54,459,456,3,174,3,4,4,4
86001W86SZECY5P,70,23,3,14,4,4,4,3
86001W86T1N7DZW,1548,769,2,87,4,4,4,2
86001W86T2C39G7,433,143,4,500,2,2,3,4
86001W86T541BTD,78,39,1,424,3,4,3,2
86001W86T8DPGFC,127,64,3,424,1,1,3,2
86001W86T92C2XM,70,70,3,34,3,4,3,3
86001W86TA67BPG,235,117,4,224,2,1,2,4
86001W86TAA43DM,127,42,3,14,3,1,2,3
86001W86TAMRT14,155,52,2,24,1,2,2,4
86001W86TBUSS7T,120,60,2,44,2,1,2,3
86001W86TCBET6X,1166,387,4,299,3,1,4,3
86001W86TCJJAW7,107,106,4,174,3,4,2,2
86001W86TDAPDY7,101,50,3,54,3,4,3,2
86001W86TDM6GPF,426,210,4,54,1,4,4,2
86001W86TE2NRUR,1906,472,3,174,3,4,3,2
86001W86TE6WF53,292,145,3,112,2,1,3,3
86001W86TE6YUPQ,273,136,1,112,2,1,2,3
86001W86TE8YCME,221,110,3,174,4,4,3,3
86001W86TEPS8MX,270,268,4,224,3,4,3,5
86001W86TFMA9YC,993,197,4,67,3,1,4,5
86001W86TGMSP7E,601,198,2,14,1,4,4,4
86001W86TH156UV,70,70,3,87,3,1,2,3
86001W86TJ2T6YG,276,274,3,224,3,1,3,5
86001W86TJQVF4X,487,241,4,224,2,1,3,4
86001W86TK26XYU,223,111,3,224,1,1,3,1
86001W86TKEJ45E,143,36,2,224,3,4,4,3
86001W86TPFGK55,279,70,2,112,2,2,2,2
86001W86TQPZBU3,809,200,3,34,2,1,1,3
86001W86TUS1Q46,223,111,3,87,3,2,2,5
86001W86TV9UKYS,78,26,2,299,3,4,4,4
86001W86TVDV7NA,337,167,3,87,3,4,3,3
86001W86TW2FHYW,302,150,3,224,1,4,1,2
86001W86TW7DEFY,106,52,2,54,2,2,2,2
86001W86TWV16YY,357,118,3,4,1,4,4,3
86001W86TX2ER84,160,158,3,137,2,2,2,2
86001W86TXHRM2J,137,68,2,137,3,4,4,2
86001W86TZ588H4,215,107,3,137,1,1,4,2
86001W86U22RS3H,272,134,2,112,2,4,3,3
86001W86U26Q9Z9,70,35,3,4,3,4,3,5
86001W86U29X6RN,70,23,1,4,3,4,3,3
86001W86U2Z1ZUZ,137,69,4,224,2,2,3,5
86001W86U4XW8XC,894,178,3,224,2,4,3,5
86001W86U597Q6P,159,80,1,424,3,1,2,3
86001W86U5A2M7F,224,75,2,500,2,4,3,3
86001W86U5FCZSU,101,51,3,54,3,4,3,3
86001W86U5KRSX6,215,107,2,137,3,4,2,4
86001W86U63C4W8,289,143,1,137,2,1,2,2
86001W86U6BS9GK,70,69,3,112,3,2,2,4
86001W86U6RFE3Z,147,74,3,174,3,4,3,4
86001W86U73RT87,177,88,3,299,4,1,4,2
86001W86U7R1FNJ,341,170,4,174,3,4,3,4
86001W86U845YZ8,289,143,3,137,2,4,3,1
86001W86U8D3W9U,182,90,3,67,3,4,4,4
86001W86U8DSVNY,70,18,3,224,3,1,3,3
86001W86U8V8W73,1032,256,4,174,2,2,3,2
86001W86U9K4U2N,261,129,3,54,3,4,4,3
86001W86U9UEHYY,485,160,4,34,4,2,4,3
86001W86UAXUWM8,93,47,2,4,3,2,3,3
86001W86UB28ERY,70,23,2,67,3,4,3,2
86001W86UBD9MZT,169,55,4,224,2,1,3,4
86001W86UBDEPT8,229,56,2,34,4,4,4,3
86001W86UBEC7YK,646,320,3,137,1,1,4,2
86001W86UCF2H7S,1336,661,2,54,4,4,4,3
86001W86UCQ29JU,260,129,3,137,3,1,3,3
86001W86UCUA1YH,199,99,3,112,2,1,4,2
86001W86UCZN15W,446,222,4,87,3,1,3,3
86001W86UFV2ZDD,70,35,3,67,4,1,3,2
86001W86UG3BUU4,125,123,1,67,4,1,1,3
86001W86UGZF793,129,65,4,4,1,4,2,4
86001W86UHFH263,76,38,2,174,2,4,3,3
86001W86UHURT8Z,70,69,1,4,4,1,3,4
86001W86UJTJ81B,163,162,2,87,3,4,3,3
86001W86UM9DDUT,280,47,2,14,3,1,3,3
86001W86UMAET5T,70,23,2,224,3,4,3,1
86001W86UP88VMG,116,115,3,67,2,1,2,3
86001W86UPC87E6,70,69,2,54,3,4,2,3
86001W86UPC9EYA,113,28,1,137,2,4,3,3
86001W86UR6VU41,70,35,3,4,4,4,4,2
86001W86URPZ55T,171,169,4,224,1,1,4,4
86001W86US4REXX,78,16,2,224,3,4,4,2
86001W86UTG7NEF,326,161,2,424,1,1,3,4
86001W86UTUCUH6,293,290,3,87,4,4,3,3
86001W86UV1PBWA,165,82,4,112,3,4,4,2
86001W86UX3H2KG,465,460,4,174,3,1,3,4
86001W86UX8NB2E,635,157,4,500,1,1,4,4
86001W86UXAY433,199,66,1,174,2,2,4,1
86001W86UXMX7R8,70,35,2,137,2,2,2,5
86001W86UXW46SD,344,171,3,424,1,4,1,2
86001W86UYZR6B6,186,92,4,4,2,4,2,1
86001W86UZX6HH9,172,85,1,67,3,2,4,2
86001W86V1S9S1R,483,160,1,34,2,2,3,3
86001W86V1VDRPJ,205,102,1,54,2,1,1,2
86001W86V29M6JB,210,53,1,112,2,1,2,4
86001W86V3B81ZG,70,35,1,4,1,4,3,2
86001W86V3DPVF4,371,185,1,174,2,1,1,1
86001W86V3J2Q7N,589,292,1,112,2,1,3,4
86001W86V4HWCY5,295,97,3,174,2,2,3,5
86001W86V4M8YHZ,702,348,1,224,2,1,1,3
86001W86V4W1K43,71,36,3,224,3,4,3,3
86001W86V5JQ7RG,139,69,1,174,4,1,4,3
86001W86V5KEC4W,375,371,1,174,4,1,4,3
86001W86V6D7595,352,174,1,224,2,4,3,3
86001W86V8GMMRE,76,38,4,174,3,1,4,4
86001W86V8RW6C8,227,75,4,87,1,2,3,5
86001W86V8TR6ZM,269,134,3,174,1,2,4,3
86001W86V92J8FB,466,232,2,4,4,2,4,2
86001W86V9VAYB2,293,145,4,44,4,4,4,1
86001W86VA4NZ8E,301,150,3,174,1,1,4,3
86001W86VA7ZZYH,99,50,4,112,1,2,3,3
86001W86VC3RY5S,99,98,2,137,3,4,3,2
86001W86VD8GSVG,149,74,3,137,2,2,2,2
86001W86VD8PPSD,70,70,1,4,2,4,4,3
86001W86VDET8ZA,280,138,3,224,4,4,3,4
86001W86VEB27UH,70,18,1,67,2,2,3,1
86001W86VFX77FN,143,36,4,34,2,1,1,3
86001W86VGZMEH4,416,412,3,137,3,2,3,3
86001W86VJ66JFK,239,119,3,87,3,1,2,3
86001W86VJYJC75,505,166,3,87,1,4,2,3
86001W86VKASD6V,962,240,2,424,3,4,4,5
86001W86VKMK9RQ,846,419,3,174,1,4,2,4
86001W86VKNSPP4,481,238,1,174,2,1,4,3
86001W86VKTE1JW,70,70,4,4,4,1,4,5
86001W86VKYJ8NM,70,70,4,67,3,1,3,4
86001W86VN9KJ7G,298,147,1,67,4,1,2,3
86001W86VNF25CC,364,120,4,87,3,4,3,1
86001W86VNPHM7G,228,56,1,4,2,4,2,2
86001W86VS3KF1U,173,86,2,112,3,2,3,5
86001W86VSPXF6R,436,215,2,14,2,2,2,3
86001W86VUDXUR8,203,101,2,4,2,2,3,3
86001W86VWJQAY5,232,115,4,87,4,4,3,2
86001W86VWKTK5J,122,60,1,87,1,4,3,3
86001W86VY2Y9FD,588,291,3,174,4,4,3,1
86001W86VYTYJS1,81,80,2,112,3,1,3,2
86001W86VYWPP3C,470,234,4,112,3,4,3,3
86001W86VZ3ZMP4,234,116,1,137,2,1,2,2
86001W86VZUVY8X,205,102,4,54,3,4,1,3
86001W86W18RPVT,70,23,4,87,1,1,4,5
86001W86W1BECGS,165,163,2,112,3,4,3,4
86001W86W2CGS8T,146,72,1,424,3,1,3,3
86001W86W2RUFG6,371,74,3,112,1,4,4,3
86001W86W42WDQQ,388,193,2,112,1,1,4,2
86001W86W4JJZT2,76,38,1,67,3,2,3,3
86001W86W53FAAE,75,38,3,24,2,4,1,3
86001W86W5C8TWV,295,146,2,87,1,4,1,3
86001W86W5HP9WH,126,125,3,14,2,1,2,4
86001W86W5PETQX,320,159,3,174,2,4,4,3
86001W86W794NPY,802,399,1,174,3,1,4,3
86001W86W99DD79,97,49,3,44,3,1,3,4
86001W86W9QJ8KP,70,35,2,137,4,1,3,2
86001W86WBQU7F2,126,124,3,44,3,1,3,2
86001W86WCGAR1Z,136,135,3,44,2,1,3,3
86001W86WD6JFYH,117,58,1,87,3,1,3,4
86001W86WF6ZE2E,312,310,2,67,2,1,2,5
86001W86WFZN724,264,262,4,137,3,4,3,3
86001W86WG5JTS1,1368,679,2,67,3,4,4,1
86001W86WMH7A2D,153,38,4,87,2,2,3,1
86001W86WN2N7F1,179,89,3,54,2,2,3,3
86001W86WNUSP6M,265,132,3,24,3,4,3,2
86001W86WP5J1KH,846,280,3,44,2,1,1,5
86001W86WPDJ3YV,2340,581,3,299,4,1,4,4
86001W86WQ5PD33,70,69,2,137,3,1,1,2
86001W86WQFF8WM,187,62,2,54,3,4,4,1
86001W86WQMM46J,369,184,3,299,4,4,3,2
86001W86WRUJ6CN,130,43,3,424,3,4,3,4
86001W86WS9GJBV,571,284,2,112,1,1,4,4
86001W86WT8GS7E,148,49,3,112,3,4,3,3
86001W86WU5UC1P,993,494,4,54,3,1,4,3
86001W86WUD9EZC,134,66,2,67,2,2,3,2
86001W86WVKDR2N,350,87,1,112,2,4,3,3
86001W86WWPMJB4,70,23,2,87,2,2,4,4
86001W86WWZFU2H,157,52,1,67,4,1,1,4
86001W86WXDMC54,184,91,3,137,2,4,1,1
86001W86WXEE6TF,218,108,2,112,2,4,3,3
86001W86WXFM5ZC,70,35,4,67,2,2,2,4
86001W86WZA3PYX,239,119,4,224,3,1,4,5
86001W86X1579BB,459,454,3,424,3,1,4,4
86001W86X1D6SCC,540,133,2,87,2,1,2,3
86001W86X1E2C7G,113,56,2,112,3,4,4,1
86001W86X1MBT2N,97,49,4,174,3,1,4,3
86001W86X398KRU,70,35,3,54,3,4,3,3
86001W86X39EJHZ,198,98,1,24,4,4,3,2
86001W86X3R632Z,197,98,1,299,2,2,4,1
86001W86X534Z6R,409,134,3,224,2,4,1,3
86001W86X58PQR8,70,23,1,67,3,2,3,3
86001W86X5Z2WWZ,94,47,4,87,3,2,3,4
86001W86X61NT69,132,44,1,174,2,4,4,4
86001W86X68DJSB,304,302,3,44,2,2,3,3
86001W86X6TVG7P,225,112,3,174,4,1,4,2
86001W86X899KXC,70,35,2,4,1,4,4,5
86001W86X8WC5M6,1657,549,1,44,1,2,1,3
86001W86X923UH5,152,75,1,67,4,1,2,2
86001W86X97Z7KB,70,35,4,54,3,1,4,5
86001W86X9FSKAM,85,84,3,67,3,4,3,3
86001W86XABJQE8,104,103,3,24,3,4,4,3
86001W86XCK7CJK,416,206,2,224,2,1,2,3
86001W86XDB3WDR,262,260,1,112,2,4,3,4
86001W86XF7SHVY,70,70,3,44,3,4,2,3
86001W86XFW2F11,832,826,3,299,4,4,2,2
86001W86XK5RRM4,70,70,2,87,3,4,3,3
86001W86XKN4RP6,137,68,3,24,3,1,3,5
86001W86XM66NS3,292,289,4,67,3,1,3,3
86001W86XMC4Q76,321,318,4,112,2,2,2,2
86001W86XMGMY9P,542,135,3,137,1,4,3,3
86001W86XN9M6ZB,73,37,1,112,2,4,4,5
86001W86XP8KS3N,371,185,3,299,3,2,2,2
86001W86XPK14MN,70,70,4,4,3,4,1,5
86001W86XSA936V,644,640,3,67,3,4,3,3
86001W86XSG2UED,396,130,3,500,4,4,4,2
86001W86XT5HHXX,168,83,3,67,2,1,2,3
86001W86XT7QBZY,70,35,3,54,2,1,3,4
86001W86XV3NE23,668,661,2,44,3,4,3,3
86001W86XVFQ6BT,70,35,4,87,1,1,3,2
86001W86XWBZ1J1,70,35,2,87,4,2,3,3
86001W86XWSEN5J,70,70,2,137,3,2,3,4
86001W86XXAGU81,231,77,3,34,1,1,1,3
86001W86XXEEZX2,134,44,1,87,3,1,3,1
86001W86XXYS5KV,70,69,2,87,4,2,3,2
86001W86XY5JM8F,70,70,2,67,2,2,2,5
86001W86XZTK31R,79,40,1,137,3,4,4,3
86001W86Y1DN5FS,370,367,4,174,2,4,2,1
86001W86Y1ZCS42,275,91,1,137,2,1,3,3
86001W86Y2RHYQJ,121,61,4,224,1,1,3,2
86001W86Y2TJ17B,449,222,2,137,3,1,3,3
86001W86Y4HM1RP,190,189,3,137,2,1,3,4
86001W86Y4JVP1M,373,186,2,299,3,4,4,4
86001W86Y4XVA9D,844,279,3,67,2,4,4,2
86001W86Y79B92K,70,34,3,44,3,1,2,2
86001W86Y7JF1VX,70,35,2,24,1,2,2,2
86001W86Y7RG656,171,85,2,112,3,1,3,2
86001W86YABEWX1,150,148,2,112,3,2,3,5
86001W86YD2EGUT,70,70,4,34,4,4,3,4
86001W86YD3TTGU,598,296,3,24,3,1,3,2
86001W86YD8UC78,175,87,1,4,3,4,3,1
86001W86YEVWG1M,70,70,2,112,2,4,3,4
86001W86YF4UTYU,70,35,4,4,1,4,4,3
86001W86YFDU88N,782,387,4,24,3,4,4,3
86001W86YG3JT88,98,48,3,224,2,4,3,2
86001W86YH8CGN6,71,70,2,4,2,1,3,1
86001W86YJASZ35,84,28,1,112,2,4,3,1
86001W86YJVYAQ3,181,180,4,112,2,4,3,1
86001W86YPVFM7E,776,192,1,112,3,2,2,2
86001W86YS7UE43,70,18,3,112,3,4,4,3
86001W86YSVEYC6,77,19,1,54,2,1,2,3
86001W86YSXF5QT,642,318,3,24,2,2,3,3
86001W86YTMX3JK,230,114,3,174,1,4,4,4
86001W86YU7QHNN,70,35,3,67,3,1,3,2
86001W86YUMA9XX,70,69,3,4,3,4,3,1
86001W86YUTC3MF,202,100,3,67,1,4,4,3
86001W86YV298FZ,511,254,3,174,2,1,3,3
86001W86YV6XPS1,206,102,2,137,4,1,3,4
86001W86YVG2WED,70,35,2,87,3,4,3,3
86001W86YVGV59E,219,55,2,112,1,2,2,4
86001W86YX9QNZK,188,93,4,224,2,1,3,5
86001W86YXH9NNY,97,96,2,34,3,4,3,5
86001W86YXUE3HN,141,71,4,424,3,4,4,2
86001W86YY35CQA,319,159,1,87,2,2,3,3
86001W86YYA84U3,396,196,3,174,4,4,2,4
86001W86YYKA93R,140,69,2,424,3,2,4,3
86001W86Z1PPCDC,250,82,2,87,2,1,3,4
86001W86Z1Z1TQR,198,197,3,112,2,2,3,4
86001W86Z2JV9P6,496,245,1,299,1,4,3,3
86001W86Z3892G2,70,69,1,67,1,4,1,3
86001W86Z3PV4YP,196,194,3,67,3,4,3,4
86001W86Z4CG3PW,344,170,3,424,2,1,4,2
86001W86Z4M8UQS,83,42,4,137,3,4,3,2
86001W86Z4MHJ6D,73,37,3,87,3,4,3,2
86001W86Z5TS934,70,23,1,14,3,1,2,5
86001W86Z5X82FU,376,187,3,137,3,1,3,3
86001W86Z7HN4YD,179,60,3,174,3,1,3,3
86001W86Z8B7DK7,140,69,1,224,3,1,3,3
86001W86Z8FW5GV,70,23,3,67,2,4,4,2
86001W86Z92VX6C,70,35,4,4,1,4,3,5
86001W86Z9M2ZM2,70,35,1,224,3,1,2,2
86001W86Z9V738Q,70,18,4,174,3,4,2,2
86001W86ZABZQS1,70,35,1,137,2,4,4,4
86001W86ZBNT4RG,136,45,1,34,4,4,3,3
86001W86ZC5672P,70,69,3,4,4,4,4,3
86001W86ZD7FHX4,507,252,3,500,2,1,3,3
86001W86ZDH69XB,2009,663,2,112,3,4,3,4
86001W86ZDQ8RZH,108,53,2,112,1,4,3,1
86001W86ZE4CXQN,432,213,3,87,3,2,2,3
86001W86ZGZ1HBS,135,68,3,44,3,2,3,5
86001W86ZHTH7KE,83,41,4,87,2,1,3,5
86001W86ZJCUYZ6,97,49,1,174,3,4,4,4
86001W86ZJD5SKM,128,127,2,137,3,2,2,5
86001W86ZMC4BP6,333,166,4,424,3,4,4,4
86001W86ZP49RKP,126,125,3,44,3,4,2,3
86001W86ZQ1Q2KN,103,34,3,224,4,1,4,5
86001W86ZQ3255U,519,258,1,299,3,1,3,4
86001W86ZR47BFT,135,67,3,67,1,4,3,1
86001W86ZSJ3YKE,348,172,2,87,3,2,3,3
86001W86ZU8C42Z,323,160,1,44,4,2,3,4
86001W86ZUBEK7F,70,35,2,137,3,4,3,3
86001W86ZVB3812,70,35,1,67,4,1,1,5
86001W86ZWU1TYM,313,103,4,299,3,1,4,3
86001W86ZXV25BF,96,95,3,14,3,4,2,4
86001W86ZY356JB,1598,1587,1,14,3,4,3,5
86002W8612K8M58,2675,530,2,87,1,4,2,3
86002W8612WZFSM,267,132,2,174,4,1,4,3
86002W8614EZSNX,2340,775,2,54,2,1,2,3
86002W8614UW1NC,238,118,2,137,2,2,3,2
86002W86171VJRN,121,61,3,112,3,4,4,2
86002W8617ZB67Y,555,276,2,137,3,4,4,3
86002W86194PX2G,138,46,1,54,1,1,1,3
86002W861BE4M3M,70,35,3,14,3,2,3,3
86002W861C6MCDX,73,73,2,4,3,2,3,3
86002W861DBS63J,70,70,1,44,2,1,1,2
86002W861JD3414,70,23,3,4,3,2,3,4
86002W861JSX8AA,554,184,4,500,2,4,3,2
86002W861KB75MV,177,59,2,54,2,1,3,3
86002W861KGSXC7,70,23,3,67,2,2,3,3
86002W861KSDB7B,86,29,2,112,1,4,4,2
86002W861NZB936,408,101,4,224,2,4,3,3
86002W861PG4YZJ,1294,257,2,112,2,1,2,3
86002W861S9EPYE,259,128,1,424,2,4,3,4
86002W861SGQTCA,177,175,1,44,2,1,1,4
86002W861TA45RB,342,339,3,54,2,4,2,4
86002W861V1NFKA,322,319,1,44,4,1,4,5
86002W861VNTZ4C,154,77,2,67,1,4,3,3
86002W861VX2ZA4,144,72,3,87,4,1,4,2
86002W861XEDZFK,101,100,2,224,2,4,1,5
86002W861XS3HHB,70,35,3,44,3,4,3,5
86002W861YSS7MA,128,127,3,34,1,4,2,3
86002W861Z598GA,70,35,2,174,2,1,3,3
86002W862218SQF,169,34,2,112,4,1,2,3
86002W8622PQTVT,470,232,2,299,2,1,3,3
86002W8623B26BD,266,88,1,44,2,4,3,1
86002W8623ZVQ3T,449,224,4,87,3,4,2,4
86002W8624DK25P,81,80,1,34,2,1,4,3
86002W8624G1WPD,303,151,4,224,1,2,3,4
86002W8624GTKYY,284,141,2,87,2,4,3,3
86002W8624XD95N,1665,549,1,54,3,1,3,3
86002W86259CZ62,241,48,2,174,3,1,3,5
86002W8625EKGP3,108,53,4,174,3,1,3,3
86002W8625J8FH1,148,73,2,24,3,1,3,5
86002W86261TBPR,70,35,3,54,4,1,4,4
86002W8626JBX2N,325,107,2,54,2,1,4,2
86002W8626SUPJA,1720,567,2,137,2,1,2,2
86002W8626W5E9D,829,821,1,44,3,2,3,4
86002W8628TZN7Z,428,425,2,137,1,4,3,5
86002W862B5437J,677,223,3,24,1,1,1,1
86002W862BUMFSH,182,90,4,299,1,2,3,3
86002W862C1YXHA,70,69,1,54,3,1,3,3
86002W862C7ERSY,70,23,3,137,4,1,3,3
86002W862CG52RM,552,274,3,174,2,4,4,3
86002W862G2WBZN,2785,551,1,299,4,4,2,3
86002W862GMH9AE,107,106,1,44,2,4,2,3
86002W862GMNRXU,106,53,3,67,3,4,4,4
86002W862GW5HE7,252,124,3,4,3,2,3,3
86002W862KT4RE2,329,163,3,112,2,4,4,2
86002W862NKE8FW,161,80,1,224,3,1,2,5
86002W862P45258,588,292,4,24,1,1,4,4
86002W862P4BKSM,394,130,2,137,2,4,3,3
86002W862QEPESK,234,39,4,54,3,4,2,4
86002W862RQ2PB9,177,176,1,174,3,4,3,3
86002W862TVDE84,826,273,2,224,2,4,3,4
86002W862UFU2RP,354,176,3,54,1,4,3,4
86002W862UY6WRC,70,70,3,14,3,4,4,4
86002W862W9QK54,227,113,1,67,3,4,2,3
86002W862ZBP9WK,414,205,1,24,3,4,2,5
86002W862ZFESV3,760,251,3,174,4,1,3,3
86002W8634RQAAW,116,58,2,24,4,4,3,3
86002W8635FYNSM,70,18,4,224,3,4,2,1
86002W8636E4CFH,488,162,3,67,4,4,4,3
86002W8637D3G76,358,177,3,54,2,4,2,4
86002W8638FUUPM,101,51,2,24,3,1,3,4
86002W86395YBMY,113,57,4,67,2,4,3,4
86002W8639R5BJ2,164,81,3,299,4,4,4,2
86002W8639XNVYY,136,67,2,299,4,1,3,4
86002W863ACHUHW,189,187,2,87,2,1,4,2
86002W863BAA8RV,255,253,3,112,3,4,3,3
86002W863BJYF68,179,89,1,224,4,1,3,2
86002W863C1A37W,704,349,2,174,3,1,3,2
86002W863CE31TB,454,113,3,44,1,1,2,3
86002W863EEJ2JH,183,91,2,67,1,1,3,5
86002W863FH827S,185,183,1,14,3,1,3,3
86002W863FZQW4Z,445,222,1,299,3,4,3,3
86002W863GQKDJK,182,90,2,299,4,4,4,3
86002W863GT7J22,70,70,2,24,2,2,2,4
86002W863J3ENGH,407,101,3,174,3,4,3,3
86002W863JEAB5S,123,62,4,44,1,1,4,4
86002W863JWUMCN,996,124,2,87,1,4,2,3
86002W863KTKJ4K,355,352,4,112,1,4,4,4
86002W863MFRT6U,289,95,1,137,3,4,1,3
86002W863NA4M9V,70,35,2,174,2,4,4,4
86002W863P8DZ2X,103,102,4,87,3,1,2,3
86002W863PBRGS1,131,65,3,137,3,4,3,3
86002W863PPPV8T,821,408,1,54,3,4,3,3
86002W863TSGK4A,180,60,1,34,3,4,2,1
86002W863U257NJ,240,237,2,67,2,4,2,3
86002W863WTVRKD,76,19,2,299,2,4,3,2
86002W863Y3P95Q,84,83,3,4,2,1,2,5
86002W863YFARR8,203,101,4,224,2,1,3,1
86002W863ZA3SJ7,91,46,3,67,4,1,3,1
86002W864181JDZ,892,294,3,137,2,4,3,5
86002W8642DDS2A,259,128,3,174,1,4,4,4
86002W8642YTWR1,2785,918,4,174,3,4,4,1
86002W86436A9Z5,429,212,3,112,1,4,3,4
86002W8646QDYPA,175,87,4,137,4,2,3,4
86002W8648FQN27,411,81,2,14,2,2,2,3
86002W8648N6SRA,1655,821,2,87,2,1,3,3
86002W8649XQUEB,374,186,1,224,4,4,2,3
86002W864A38TDV,328,163,2,44,1,4,3,3
86002W864B8H4PM,506,126,2,224,3,1,4,3
86002W864CR268T,80,80,2,87,3,4,4,2
86002W864CS3K1U,96,95,2,44,2,4,3,3
86002W864CS6G8B,263,66,4,500,4,1,4,3
86002W864GZG3ZH,70,70,3,34,4,1,1,1
86002W864HSSPUU,138,35,3,54,2,4,3,4
86002W864HT4G25,117,59,1,137,4,1,3,4
86002W864K7N5VS,648,322,2,112,4,1,4,1
86002W864K9CVS3,70,35,3,174,3,4,3,3
86002W864KWWHMD,1368,452,4,112,3,2,2,3
86002W864NKZ5BJ,992,109,4,24,2,4,2,3
86002W864P5SMCW,94,46,2,24,2,2,2,3
86002W864QJGTPT,366,182,2,299,2,1,3,3
86002W864QXRSKY,1270,420,2,174,4,2,4,3
86002W864RA29PF,70,14,4,54,1,2,3,3
86002W864TA6VJP,149,74,2,54,2,1,4,4
86002W864TEFEJK,167,56,1,299,4,4,3,2
86002W864UF82Y4,618,205,2,24,4,4,4,2
86002W864W998UD,191,95,3,112,2,4,2,3
86002W864X8DQX7,197,98,1,54,1,1,1,4
86002W8652ZKKNN,169,84,4,500,2,4,3,3
86002W8654VE7G7,70,14,4,67,1,2,3,3
86002W86564HP6S,281,140,4,87,2,4,3,2
86002W86572ZY8X,188,186,3,87,3,1,3,2
86002W86577N5RN,251,63,4,112,1,4,4,4
86002W8658KCKUB,70,35,1,112,2,1,3,3
86002W8658M6NTF,361,179,4,137,4,4,4,4
86002W8659AW3BN,136,45,3,112,3,2,3,2
86002W8659BW672,1184,588,3,299,2,1,3,5
86002W8659GD51S,70,23,3,424,3,1,3,4
86002W865A1HP9J,464,459,3,44,2,1,3,2
