"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4.000000,C4.000000,X16601,C3.000000,C3.000000,X16602,C2.000000,C2.000000,X16599,C1.000000,C1.000000)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4.000000,C4.000000,X91589417,C3.000000,C3.000000,X91590927,C2.000000,C2.000000,X91588007,C1.000000,C1.000000)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.500000,C2.500000,X14834,C1.000000,C1.000000,X14835,C4.000000,C4.000000)}","I am perfectly happy with my standard of living {sumax(X91583243,C4.000000,X91591993,C3.000000,X91592876,C2.000000,X91586625,C1.000000)}","Very Conservative {X61206}","Somewhat Conservative {X61209}","Middle of the Road {X61208}","Somewhat Liberal {X61210}","Very Liberal {X61207}"
87001W8788R1APA,70,70,4,87,3,1,2,0,0,1,0,0
87001W8788SF6RM,416,415,4,14,3,2,3,0,0,0,1,0
87001W8788X4E84,279,275,4,54,4,1,4,0,1,0,0,0
87001W8789BN3VT,75,74,4,67,3,1,3,0,0,0,1,0
87001W8789RWYSJ,702,350,4,137,3,2,2,0,0,1,0,0
87001W878A4XTTP,522,172,3,112,3,2,4,1,0,0,0,0
87001W878AH2C7J,70,35,4,4,4,2,2,0,0,1,0,0
87001W878B9Q322,322,161,4,299,4,1,3,0,0,1,0,0
87001W878BSDZDP,1412,352,3,137,3,2,2,0,1,0,0,0
87001W878CCKNKP,200,100,4,4,4,2,3,0,0,0,0,1
87001W878D85GWU,126,126,3,54,3,1,2,0,0,1,0,0
87001W878ED8G7R,148,73,4,112,4,2,4,0,0,1,0,0
87001W878EZECBU,70,69,3,112,4,1,3,0,0,0,1,0
87001W878FN6B4Q,70,35,4,24,3,1,4,0,0,0,0,1
87001W878FTKFX5,70,35,3,67,3,2,2,0,0,1,0,0
87001W878H4BHHE,420,207,4,4,3,1,1,0,0,1,0,0
87001W878HD6N1U,501,500,4,87,3,1,4,0,0,0,1,0
87001W878JMHH7W,318,106,4,174,4,2,3,0,0,0,1,0
87001W878NU6Z97,70,35,4,67,4,1,3,0,1,0,0,0
87001W878P5GB9U,167,56,4,137,4,1,3,0,0,0,1,0
87001W878PFVJES,70,70,4,34,3,1,2,0,0,1,0,0
87001W878PSNBF4,161,161,3,87,4,2,2,0,0,0,0,1
87001W878Q287W2,70,69,4,54,4,1,2,0,0,1,0,0
87001W878QCW2NF,163,33,3,4,4,1,3,0,0,0,0,1
87001W878S95Q7J,436,144,3,174,3,1,4,0,0,1,0,0
87001W878TE2PFG,70,69,3,87,4,2,2,0,0,1,0,0
87001W878TH7UFS,1328,654,4,174,4,1,3,0,1,0,0,0
87001W878VEC898,70,70,4,54,4,2,1,0,1,0,0,0
87001W878W6DZ9A,70,18,4,424,4,1,3,0,0,0,0,1
87001W878XU84X9,70,69,3,87,4,1,3,0,0,1,0,0
87001W878XYPGTN,550,542,3,112,4,1,4,0,0,0,0,1
87001W878Y5W67Q,158,79,3,87,4,2,2,0,0,0,1,0
87001W878YWDS1Q,366,120,3,24,4,1,3,0,0,0,1,0
87001W878ZPJUWX,958,314,4,14,4,1,2,0,1,0,0,0
87001W878ZX1WEB,143,72,3,87,4,1,4,0,0,0,1,0
87001W8791M1E5M,149,74,4,137,3,2,2,0,0,0,1,0
87001W8791PCQZ5,296,146,4,174,3,1,4,0,0,0,0,1
87001W8791ZHH79,236,79,4,4,4,1,3,0,0,1,0,0
87001W87922ABDW,199,100,3,87,3,1,3,0,0,0,0,1
87001W8792B4XJ6,248,124,3,174,3,1,3,0,1,0,0,0
87001W8792U2VBH,120,59,3,137,4,2,1,0,0,1,0,0
87001W8793F5953,976,324,4,87,4,2,3,0,1,0,0,0
87001W8794VBAUC,439,219,4,137,3,2,3,0,0,0,0,1
87001W87952P1W3,70,70,4,24,4,1,4,1,0,0,0,0
87001W8795G25E5,135,67,3,174,4,1,4,0,0,1,0,0
87001W8796MP84J,1933,386,4,224,4,2,1,0,0,0,1,0
87001W8796S6HYS,3134,1029,4,424,4,2,4,0,1,0,0,0
87001W8796THEKC,94,94,3,14,4,1,2,0,0,1,0,0
87001W87989HCVZ,597,588,3,44,4,2,2,0,0,1,0,0
87001W879AWN4PE,1503,741,4,54,3,1,3,0,0,0,0,1
87001W879CC85QP,369,90,3,34,3,2,3,0,1,0,0,0
87001W879CJNPN8,585,192,4,4,4,1,4,0,0,0,1,0
87001W879D2D4GZ,70,35,3,4,4,2,3,0,0,1,0,0
87001W879D9VPRF,124,122,3,87,4,2,3,0,0,0,0,1
87001W879DXQM35,263,130,3,299,3,1,3,0,0,1,0,0
87001W879E1Z9C1,3134,618,3,137,4,2,2,0,0,0,0,1
87001W879EWE37D,70,23,4,4,3,1,2,0,0,0,0,1
87001W879FQRCSF,307,154,3,224,4,1,4,0,1,0,0,0
87001W879G51R2M,570,189,4,112,4,1,4,0,0,1,0,0
87001W879J47XCH,70,70,4,34,4,2,2,1,0,0,0,0
87001W879J8JU4K,220,73,3,112,3,1,2,0,0,1,0,0
87001W879KHM7WW,268,132,4,112,4,2,4,0,0,0,0,1
87001W879KJW2KK,82,82,3,54,4,1,1,0,0,0,0,1
87001W879PYUX91,459,151,3,34,4,1,3,0,0,1,0,0
87001W879QTRBAS,88,86,3,44,4,1,1,0,0,0,1,0
87001W879QZKRCM,385,190,3,112,4,2,1,1,0,0,0,0
87001W879REZVVJ,433,432,4,174,4,1,4,0,0,1,0,0
87001W879RHUDRD,347,346,3,14,4,2,4,0,0,0,0,1
87001W879SYGT5Y,1699,557,3,67,3,1,2,0,0,0,1,0
87001W879U7YK4Y,156,78,3,54,3,1,4,0,0,1,0,0
87001W879UXQK6N,115,58,3,224,4,1,3,0,1,0,0,0
87001W879XEQ9PC,286,141,3,224,4,1,2,0,0,1,0,0
87001W879XSANPC,191,190,4,67,3,2,1,0,0,1,0,0
87001W879XSDZ9U,467,231,3,87,4,1,4,0,0,0,0,1
87001W879XVSFKJ,342,169,4,174,4,2,4,0,0,0,1,0
87001W879Y611UN,309,304,4,4,3,1,1,0,0,1,0,0
87001W879Z8YJ8G,254,125,3,67,3,1,2,1,0,0,0,0
87001W879ZB9T5B,493,164,3,174,4,2,2,0,0,0,0,1
87001W87A1DWD7P,301,296,4,112,4,2,4,0,0,1,0,0
87001W87A1THUAV,111,109,3,14,4,1,2,0,0,1,0,0
87001W87A38HXTV,70,69,3,34,4,2,3,0,0,1,0,0
87001W87A5QYBRQ,110,55,3,112,4,2,3,0,0,0,0,1
87001W87A6MUG5B,145,143,4,34,4,2,3,0,0,1,0,0
87001W87A6TUMVG,76,76,3,112,4,2,1,0,0,1,0,0
87001W87A8236W5,87,87,3,112,4,1,3,0,1,0,0,0
87001W87A89XEKF,70,69,4,4,4,2,3,0,0,0,1,0
87001W87A8UVPPU,840,414,4,174,3,2,2,0,1,0,0,0
87001W87A9KM5K9,448,223,4,112,4,1,3,0,0,1,0,0
87001W87AA3YFFC,273,91,3,4,4,1,3,1,0,0,0,0
87001W87AB8GEXP,70,69,4,4,4,1,3,0,0,1,0,0
87001W87ACD3G55,213,70,4,137,4,2,3,1,0,0,0,0
87001W87AF238UC,240,118,3,34,3,1,3,0,0,1,0,0
87001W87AF9CJDV,70,70,4,34,4,2,3,0,0,0,0,1
87001W87AFVZ94H,149,50,3,174,4,1,4,0,1,0,0,0
87001W87AHMKP5H,178,45,4,67,3,1,3,0,0,1,0,0
87001W87AKH2FE7,250,81,3,67,3,1,3,0,1,0,0,0
87001W87AM7RX85,105,53,3,67,4,1,2,0,0,0,0,1
87001W87AMB2XBG,1090,272,3,137,4,1,3,0,0,1,0,0
87001W87AN9KB6V,1424,474,4,112,4,1,3,0,0,0,0,1
87001W87APDK6QH,246,121,3,112,3,1,2,0,0,1,0,0
87001W87AQBDGW9,101,51,4,87,4,1,3,0,0,0,1,0
87001W87AS7UJQM,142,142,4,174,3,2,3,0,0,1,0,0
87001W87AT5A1XC,132,66,3,44,4,1,3,0,1,0,0,0
87001W87AT5NC4R,639,630,4,24,4,2,3,0,1,0,0,0
87001W87ATA6NSG,316,105,4,4,3,1,1,0,1,0,0,0
87001W87AVNKT1V,769,758,4,24,3,1,3,1,0,0,0,0
87001W87AZ4U51C,283,92,4,112,4,2,1,0,1,0,0,0
87001W87AZB4D1B,1519,749,4,14,4,1,3,0,0,1,0,0
87001W87B168JEQ,535,89,3,24,4,1,3,0,0,1,0,0
87001W87B29AE7F,250,123,4,224,4,1,3,0,0,0,1,0
87001W87B2F13TQ,89,45,3,87,4,2,3,0,0,0,1,0
87001W87B2QM3K6,70,69,3,24,4,2,1,0,0,1,0,0
87001W87B3JQ2FP,569,281,3,174,3,1,4,0,0,1,0,0
87001W87B4D8FM3,70,23,3,24,3,2,3,0,0,0,0,1
87001W87B52VP8C,91,30,4,54,4,2,3,0,1,0,0,0
87001W87B5PAY3W,83,81,4,67,4,1,4,0,1,0,0,0
87001W87B5QH137,79,40,4,67,3,1,3,0,0,0,1,0
87001W87B6YCQEJ,577,288,3,224,3,1,3,0,0,1,0,0
87001W87B7DUAA2,360,90,3,112,3,2,2,0,0,0,0,1
87001W87B7QVC7G,113,57,4,174,3,1,3,0,1,0,0,0
87001W87B99GNY9,73,73,3,44,4,2,1,0,0,0,1,0
87001W87B9BS2G6,94,31,3,87,3,1,3,0,1,0,0,0
87001W87B9S9J4V,207,102,4,87,4,1,4,0,0,0,1,0
87001W87BA7YM3E,223,220,3,87,4,2,3,0,0,0,1,0
87001W87BBUW5UD,736,734,4,224,4,1,3,1,0,0,0,0
87001W87BD67XA5,252,124,4,14,3,1,4,0,0,1,0,0
87001W87BD6ZBRJ,70,23,3,44,4,1,3,0,0,1,0,0
87001W87BDK3CKZ,751,371,3,112,4,1,3,0,0,0,0,1
87001W87BDVMY9F,121,60,3,67,3,1,2,0,0,1,0,0
87001W87BEN9BXE,208,102,3,424,4,2,4,0,0,0,1,0
87001W87BESJ8YV,1010,996,4,500,3,2,4,0,1,0,0,0
87001W87BH1A1DD,212,106,3,24,3,1,4,1,0,0,0,0
87001W87BHGXU11,163,80,3,112,4,2,3,1,0,0,0,0
87001W87BJDXW5D,70,70,3,54,4,2,3,0,0,1,0,0
87001W87BJSM8WQ,81,79,3,87,4,2,3,0,0,1,0,0
87001W87BJWB2QN,122,60,3,112,4,2,3,0,0,0,0,1
87001W87BKJP5XK,223,56,4,44,4,1,4,0,0,1,0,0
87001W87BMSQ5CY,414,413,3,224,3,1,3,0,0,0,1,0
87001W87BQVYM3X,710,354,3,67,4,1,3,0,0,0,0,1
87001W87BSJT4AN,2867,1413,4,24,4,1,4,0,0,0,1,0
87001W87BTE9JFG,1175,391,3,87,4,1,3,0,0,0,1,0
87001W87BTU6AH5,269,133,4,67,4,1,4,0,0,1,0,0
87001W87BUE35MU,1218,400,4,174,3,2,4,0,0,1,0,0
87001W87BV1AN25,320,40,4,67,4,2,3,0,0,1,0,0
87001W87BVR7SQ7,254,127,3,174,4,1,2,0,0,1,0,0
87001W87BWAU59U,70,70,4,44,4,1,4,0,0,0,1,0
87001W87BWBG1M9,297,293,3,4,4,1,4,0,0,1,0,0
87001W87BYZYM82,741,366,4,224,4,1,4,0,0,0,1,0
87001W87BZMDF1S,161,79,4,34,3,1,4,1,0,0,0,0
87001W87BZVH6G2,70,70,4,137,3,2,3,0,0,0,1,0
87001W87C1CBQA9,70,69,3,67,4,2,3,0,0,0,0,1
87001W87C21HTQ3,276,275,3,14,3,1,4,1,0,0,0,0
87001W87C2MZMG3,703,233,3,4,4,1,3,0,0,1,0,0
87001W87C2P99BE,109,107,3,112,4,1,4,0,0,0,1,0
87001W87C2TX4GS,382,94,4,137,4,1,3,0,0,1,0,0
87001W87C4H9VWS,121,24,4,54,4,2,3,0,0,0,1,0
87001W87C5CPT7H,231,228,4,67,3,1,4,0,0,1,0,0
87001W87C5UV195,245,80,3,67,4,1,4,0,0,1,0,0
87001W87C74821Y,191,94,4,112,4,1,4,0,0,0,1,0
87001W87C7CM48J,211,104,4,137,4,2,3,0,0,1,0,0
87001W87C7M3139,376,185,3,174,4,1,2,0,0,1,0,0
87001W87C8JKYE9,355,176,4,174,3,2,2,0,0,1,0,0
87001W87C8QCNNB,99,97,3,14,4,1,3,1,0,0,0,0
87001W87C8UQRRY,70,23,3,4,3,2,3,0,0,0,1,0
87001W87C9MY17C,611,201,3,87,4,1,3,0,0,0,1,0
87001W87CBT5JUT,1655,408,3,67,3,1,3,0,1,0,0,0
87001W87CBXR2SN,950,474,3,299,4,2,4,0,0,0,1,0
87001W87CC8786T,850,168,3,4,3,2,2,0,0,1,0,0
87001W87CDBHGK4,1824,599,4,54,4,1,2,0,1,0,0,0
87001W87CEXFA4Y,472,471,3,4,3,2,1,0,0,1,0,0
87001W87CGZNCV1,205,101,4,299,4,2,4,0,0,0,1,0
87001W87CHA2UMV,183,90,3,299,3,1,3,0,0,0,0,1
87001W87CHR5TME,239,238,3,87,4,1,4,0,1,0,0,0
87001W87CHX4RVT,91,91,3,44,4,1,3,0,0,0,1,0
87001W87CK3AJMA,278,137,3,224,3,2,3,1,0,0,0,0
87001W87CKX6PFG,219,110,3,54,3,1,3,0,1,0,0,0
87001W87CM2TMGE,380,76,3,112,4,2,3,0,0,0,1,0
87001W87CMS78G9,714,352,3,87,3,2,4,0,1,0,0,0
87001W87CN16GUK,148,73,4,44,4,1,3,0,0,0,1,0
87001W87CNMNCR1,70,70,3,14,3,1,1,0,0,0,0,1
87001W87CNRQ1Z7,460,227,4,137,4,2,4,0,1,0,0,0
87001W87CNTJ72Q,335,112,4,299,4,1,3,0,0,1,0,0
87001W87CPASJ66,93,47,3,224,3,2,3,0,0,0,0,1
87001W87CPBXE5D,538,265,3,87,3,1,3,0,0,1,0,0
87001W87CPENAF3,535,267,4,44,4,2,4,1,0,0,0,0
87001W87CQ6SGR4,1218,600,4,174,4,1,3,0,0,0,0,1
87001W87CQYD12R,232,116,3,224,3,1,3,0,0,1,0,0
87001W87CQYX918,228,225,4,54,4,2,3,0,0,1,0,0
87001W87CS1FWMC,70,35,4,4,4,2,3,0,0,1,0,0
87001W87CSE8HDE,295,147,4,87,4,2,4,0,0,0,1,0
87001W87CT73UXY,148,73,4,67,4,1,3,0,0,0,1,0
87001W87CU3AAQT,130,130,3,24,4,1,4,0,0,1,0,0
87001W87CV4FUNX,236,78,3,174,4,1,3,0,0,1,0,0
87001W87CV9PP9B,92,46,3,424,4,2,2,0,0,0,1,0
87001W87CZTB8CE,199,98,3,54,4,2,3,0,0,1,0,0
87001W87D23GTTN,383,94,3,299,4,2,3,0,0,0,0,1
87001W87D3WUY29,82,80,3,87,3,2,3,0,0,0,1,0
87001W87D56CF64,193,190,3,34,4,2,1,0,0,1,0,0
87001W87D5PXXFT,118,59,3,112,4,1,3,0,1,0,0,0
87001W87D6S89CN,245,80,3,87,4,2,3,0,0,1,0,0
87001W87D89BJQD,103,52,3,112,3,1,3,0,0,1,0,0
87001W87D8F8DRG,537,268,3,224,3,1,3,0,0,1,0,0
87001W87D8T52Q1,180,180,4,67,4,2,4,0,0,0,0,1
87001W87DBNTZ41,70,70,3,34,4,2,3,0,0,0,1,0
87001W87DD4Z77J,595,297,4,137,4,1,1,0,0,1,0,0
87001W87DDCD6Y8,197,97,3,54,4,1,3,0,0,1,0,0
87001W87DDDWW9B,70,35,3,34,4,1,3,0,0,0,0,1
87001W87DEXZG1K,322,159,3,4,4,2,3,0,0,0,0,1
87001W87DG6S8CY,796,794,3,54,3,2,3,0,0,0,0,1
87001W87DGM5F1S,1624,800,3,174,4,2,2,0,0,0,1,0
87001W87DKGJ45U,166,83,4,67,4,2,4,0,1,0,0,0
87001W87DMTGS9J,70,70,4,14,3,1,2,0,1,0,0,0
87001W87DNUBR8E,76,38,4,137,3,1,4,0,0,1,0,0
87001W87DNZWEV8,70,70,4,4,3,2,1,0,1,0,0,0
87001W87DQ75B57,549,274,4,54,4,2,4,0,0,0,1,0
87001W87DQW4R5U,117,117,4,137,3,1,3,0,0,1,0,0
87001W87DQY1A8H,1256,309,3,174,3,1,4,0,0,1,0,0
87001W87DR4K6CZ,613,306,3,87,3,1,3,0,1,0,0,0
87001W87DW9YREC,86,84,3,67,3,2,2,0,0,0,1,0
87001W87DX8SVR3,354,349,3,34,4,2,2,0,1,0,0,0
87001W87DXK5MV8,120,59,4,500,4,2,4,0,0,1,0,0
87001W87DYXD4UB,116,116,4,424,3,1,3,0,1,0,0,0
87001W87DYXEBJ3,138,138,3,87,4,2,3,0,0,0,0,1
87001W87E19GR7S,117,59,3,112,3,1,2,0,0,0,1,0
87001W87E1RGBT6,1234,615,4,14,4,2,3,0,0,1,0,0
87001W87E2KX91E,142,70,3,87,3,1,3,0,1,0,0,0
87001W87E2VUF6S,1008,497,4,299,4,1,4,0,0,0,1,0
87001W87E311CAA,308,154,3,112,4,2,1,0,0,0,1,0
87001W87E3W7H6Y,499,70,3,87,4,1,3,0,0,1,0,0
87001W87E4NKE1H,156,77,3,112,3,2,3,0,0,1,0,0
87001W87E52NE9J,155,153,3,14,4,1,3,1,0,0,0,0
87001W87E633R23,1028,342,3,174,4,2,3,1,0,0,0,0
87001W87E6G2QWV,255,64,4,67,3,1,3,1,0,0,0,0
87001W87E7RXD31,217,107,3,112,4,2,3,0,0,1,0,0
87001W87E9T56US,219,110,3,87,4,1,1,0,0,0,1,0
87001W87EAXVT6X,452,65,4,137,4,2,3,0,0,1,0,0
87001W87EBCZ424,353,175,3,112,4,2,3,0,0,1,0,0
87001W87EBUTW2Q,176,29,3,44,4,2,3,0,0,0,1,0
87001W87EEZ87MY,70,35,3,112,3,1,3,0,0,1,0,0
87001W87EFP2WZM,132,44,4,224,4,1,3,0,0,1,0,0
87001W87EGSC839,152,76,4,34,3,2,2,0,0,0,0,1
87001W87EHUWG4P,313,104,3,34,4,1,3,0,0,1,0,0
87001W87EK86S62,482,238,3,112,4,1,3,0,0,0,1,0
87001W87EKRBZU1,478,159,3,224,4,2,3,0,0,0,0,1
87001W87EMZEHH1,215,106,3,299,3,2,3,1,0,0,0,0
87001W87ENN6H5F,103,103,4,4,3,1,1,0,0,1,0,0
87001W87ER3QC9F,250,123,3,500,4,2,4,0,0,1,0,0
87001W87ESFN9Z9,355,176,3,112,4,2,3,0,0,0,1,0
87001W87ET67H4G,143,71,3,67,3,1,3,0,0,1,0,0
87001W87ETTE1J7,136,68,3,87,3,1,2,0,0,1,0,0
87001W87EUAZ88Z,144,71,4,224,3,1,3,0,0,1,0,0
87001W87EVBN1QD,81,41,3,24,3,1,3,0,0,0,1,0
87001W87EX4ZSSF,74,74,4,44,4,1,3,0,0,0,1,0
87001W87EYPQJE5,875,431,4,24,3,2,2,0,0,1,0,0
87001W87EZ248CQ,70,69,4,14,4,1,4,0,1,0,0,0
87001W87EZQP5W9,248,122,3,24,3,1,3,0,1,0,0,0
87001W87F15MXPE,935,307,4,54,4,1,4,0,0,1,0,0
87001W87F1R26D3,315,310,3,34,3,1,2,0,0,1,0,0
87001W87F24TEFU,354,175,3,112,4,2,3,0,0,0,1,0
87001W87F37C52W,125,62,3,54,4,1,1,0,0,1,0,0
87001W87F3DHYGE,70,69,3,14,3,2,1,0,1,0,0,0
87001W87F3JMWXR,70,35,3,112,4,2,1,0,0,0,0,1
87001W87F3M3TQY,283,142,3,112,4,2,3,0,1,0,0,0
87001W87F4KUKY8,252,124,3,137,3,2,4,0,0,1,0,0
87001W87F6QGE45,1017,508,4,299,4,2,3,0,1,0,0,0
87001W87F71FZRF,70,35,4,4,3,2,1,1,0,0,0,0
87001W87F771Q6Y,2380,1173,4,174,4,1,3,0,0,1,0,0
87001W87F7WM114,112,36,4,54,4,2,2,0,0,0,0,1
87001W87F9C7XMA,1296,1277,4,4,3,1,3,0,1,0,0,0
87001W87F9J9F2R,70,69,4,24,3,1,1,0,0,0,0,1
87001W87F9P46A2,85,43,3,44,4,2,3,0,0,1,0,0
87001W87FAQ3GMK,113,57,3,14,4,2,2,0,0,1,0,0
87001W87FB3WH8C,70,70,3,14,4,2,2,0,0,1,0,0
87001W87FC2GJRY,1324,434,4,224,4,2,4,0,0,1,0,0
87001W87FCE1CY8,1727,1721,3,14,4,1,3,0,0,0,1,0
87001W87FCN79JF,255,126,3,54,3,2,3,0,0,1,0,0
87001W87FDSBP4T,211,208,4,4,4,2,3,0,0,0,1,0
87001W87FECJS48,161,161,3,224,3,2,3,0,0,0,0,1
87001W87FEGAA4U,217,214,3,24,3,1,3,0,0,1,0,0
87001W87FHPZ2BF,644,317,4,67,3,1,4,0,0,0,0,1
87001W87FNFYS45,90,90,3,87,4,1,3,0,0,0,0,1
87001W87FP7THPY,535,534,4,87,3,1,4,0,0,1,0,0
87001W87FPUB3JU,145,48,3,34,3,2,2,0,0,0,1,0
87001W87FQ1NJGY,87,85,4,67,4,1,4,0,0,1,0,0
87001W87FR38JDD,116,116,3,137,4,2,3,0,0,0,0,1
87001W87FY8E1TB,169,42,4,4,3,1,3,1,0,0,0,0
87001W87FYF1QZC,70,35,4,112,4,1,3,0,0,1,0,0
87001W87FZ7P63B,116,58,4,14,3,2,1,1,0,0,0,0
87001W87G1SW9TB,284,142,3,224,3,2,2,0,0,0,1,0
87001W87G2CYJXV,70,69,3,87,4,1,1,0,0,1,0,0
87001W87G39Z6T2,70,70,3,34,4,2,2,0,0,0,1,0
87001W87G3MMGUP,70,69,3,24,3,2,3,0,0,1,0,0
87001W87G3VVFQ2,653,326,4,224,3,2,3,0,0,1,0,0
87001W87G43KF44,231,77,4,112,4,1,3,0,0,0,0,1
87001W87G4G3BSQ,112,37,4,54,4,2,3,0,1,0,0,0
87001W87G4YPEYE,70,23,4,87,3,1,1,0,1,0,0,0
87001W87G5PWG9W,112,56,4,54,4,2,3,0,0,0,0,1
87001W87G685FKP,307,154,4,87,3,2,3,1,0,0,0,0
87001W87G6PVE1Z,70,69,4,4,4,1,2,1,0,0,0,0
87001W87G6Y9KWR,416,102,4,54,3,1,3,0,0,0,0,1
87001W87G77NX9H,356,176,4,67,4,1,2,0,1,0,0,0
87001W87G7CPHUU,229,76,3,87,3,2,3,0,0,0,0,1
87001W87G7ENNE1,833,411,3,224,4,2,4,0,0,1,0,0
87001W87G7SYHMY,185,91,3,67,4,1,3,0,0,1,0,0
87001W87G82NWDR,571,285,4,424,4,1,4,0,1,0,0,0
87001W87G8FHMUQ,270,269,3,224,4,1,4,0,1,0,0,0
87001W87G8QC5JX,78,78,3,299,4,2,3,0,0,1,0,0
87001W87G9BRDVC,119,60,4,87,4,1,1,0,0,0,1,0
87001W87G9FEY1N,520,259,3,174,4,2,3,0,1,0,0,0
87001W87G9J8MPM,471,118,3,87,4,1,4,0,0,1,0,0
87001W87GA5H24H,110,55,4,87,4,1,3,0,0,0,0,1
87001W87GAG2YVT,106,53,4,54,3,1,1,0,0,0,1,0
87001W87GBP7KPB,210,209,3,87,4,1,4,0,1,0,0,0
87001W87GC84W6V,70,35,3,4,4,2,2,0,0,0,1,0
87001W87GD9D7G6,335,168,4,137,3,2,2,0,1,0,0,0
87001W87GE7M7EM,765,378,3,112,3,1,4,0,1,0,0,0
87001W87GFCZ9M7,160,158,3,44,3,1,2,0,1,0,0,0
87001W87GGV88DX,323,65,4,224,4,1,4,0,0,1,0,0
87001W87GHQFJ1W,90,90,4,34,4,1,3,1,0,0,0,0
87001W87GHR84NM,499,498,4,174,4,1,4,0,0,0,0,1
87001W87GJ1A1NY,176,86,3,34,4,2,3,0,0,1,0,0
87001W87GJBBS97,209,103,3,54,3,2,3,0,0,1,0,0
87001W87GJGQYK2,257,129,4,137,4,1,1,0,0,1,0,0
87001W87GK63212,157,52,3,174,4,1,2,0,1,0,0,0
87001W87GM3FRY6,70,69,3,44,4,2,2,0,0,0,1,0
87001W87GRX8FBK,130,65,3,4,4,1,3,0,0,1,0,0
87001W87GV7YNE6,70,70,4,4,3,1,3,0,0,1,0,0
87001W87GVP9SJJ,121,61,3,87,4,1,4,1,0,0,0,0
87001W87GYFU1SW,110,110,4,87,4,1,3,0,0,0,1,0
87001W87GYXKJ5H,380,189,4,112,3,1,4,0,1,0,0,0
87001W87GZ3HAFY,113,57,3,24,4,1,3,0,1,0,0,0
87001W87H12R9TZ,78,39,3,67,4,2,1,0,0,1,0,0
87001W87H1Y7214,128,64,3,299,4,1,2,0,0,0,0,1
87001W87H68QD1H,670,222,4,137,4,2,4,0,0,1,0,0
87001W87H7SAHKP,117,117,4,112,4,1,3,0,0,1,0,0
87001W87H8GTSA4,70,23,3,4,3,2,3,0,0,1,0,0
87001W87H8JC7PA,230,229,3,137,3,1,2,0,0,0,0,1
87001W87H96V1XH,179,177,4,4,3,2,3,0,0,1,0,0
87001W87H9QY9DE,342,171,4,44,4,2,3,0,1,0,0,0
87001W87HAR2Q6R,205,202,4,67,4,2,4,0,0,0,1,0
87001W87HAV4UKY,70,70,4,44,3,2,1,1,0,0,0,0
87001W87HB7APV9,210,207,4,174,4,1,3,0,1,0,0,0
87001W87HF6MC81,174,85,3,67,4,1,1,0,0,0,1,0
87001W87HGNP7SG,640,212,3,224,4,1,2,0,0,1,0,0
87001W87HH19TCX,304,150,3,4,3,1,1,0,0,1,0,0
87001W87HJFUDD5,225,38,4,44,3,2,2,0,0,0,0,1
87001W87HNSX6U6,436,217,3,224,4,2,3,0,0,0,1,0
87001W87HRK8KVZ,70,69,3,4,3,1,3,0,0,1,0,0
87001W87HRZBZD4,189,63,3,4,3,2,3,0,0,1,0,0
87001W87HSN34J3,70,69,3,54,4,2,4,0,0,0,1,0
87001W87HTPKA7M,403,199,3,87,3,2,1,0,0,1,0,0
87001W87HVJCN3D,70,35,3,44,4,1,2,0,1,0,0,0
87001W87HVYBC7N,600,299,3,87,3,1,3,0,0,1,0,0
87001W87HW2RPQH,121,121,3,224,3,1,3,0,0,0,0,1
87001W87HW52P9P,150,150,3,34,4,2,1,0,0,1,0,0
87001W87HW56Z6Q,107,27,4,87,4,2,1,0,0,0,0,1
87001W87HWTBBH1,115,58,3,44,3,1,3,0,0,1,0,0
87001W87HXCB9GB,145,145,3,174,4,2,2,0,0,0,0,1
87001W87HY9KW2E,189,93,3,14,4,1,4,1,0,0,0,0
87001W87HYBFG37,150,75,3,137,4,2,3,0,0,0,0,1
87001W87HYH9XRU,526,519,4,87,3,1,4,0,1,0,0,0
87001W87HYX3Y5B,682,340,4,44,4,2,2,0,0,0,0,1
87001W87HYXX9YB,90,45,3,112,4,1,3,0,1,0,0,0
87001W87HZB1XEP,100,98,4,14,4,2,4,0,0,1,0,0
87001W87J1BF6MP,110,55,4,112,4,1,4,0,0,0,0,1
87001W87J1Q7NHR,95,93,3,24,3,2,3,0,0,1,0,0
87001W87J3TYR78,1238,1234,4,87,3,2,3,0,0,0,1,0
87001W87J452JQB,986,243,4,67,4,1,4,0,0,1,0,0
87001W87J4E9JZZ,218,107,4,44,4,1,4,0,0,0,0,1
87001W87J59U2PP,70,23,3,137,4,2,3,0,0,1,0,0
87001W87J7MGBR7,221,220,3,87,4,1,4,0,0,0,1,0
87001W87J8YSFU9,264,260,3,424,3,1,3,0,0,0,0,1
87001W87J977R7J,90,45,3,87,3,2,1,0,0,1,0,0
87001W87J9H626E,398,133,4,112,4,1,1,0,0,1,0,0
87001W87JACAJ9H,352,115,3,137,4,2,3,0,0,1,0,0
87001W87JAK732B,242,61,3,24,3,2,3,0,0,0,0,1
